ID,HeroID,Name,Rank,Level,EmpowerLevel,Rarity,Affinity,Faction,UsedT1MasScrolls,UnUsedT1MasScrolls,UsedT2MasScrolls,UnUsedT2MasScrolls,UsedT3MasScrolls,UnUsedT3MasScrolls,HP,ATK,DEF,CritRate,CritDamage,SPD,ACC,RES,BlessingID,BlessingGrade,BooksMissing
16440,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16442,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16443,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16444,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16477,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16478,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16479,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16282,1220,Redeemer,3,11,0,2,2,11,0,0,0,0,0,0,3770,314.059997558594,257,15,50,92,40,30,0,0,9
16436,1220,Redeemer,3,11,0,2,2,11,0,0,0,0,0,0,3770,314.059997558594,257,15,50,92,40,30,0,0,9
16453,1220,Redeemer,3,11,0,2,2,11,0,0,0,0,0,0,3770,314.059997558594,257,15,50,92,40,30,0,0,9
16472,1220,Redeemer,3,11,0,2,2,11,0,0,0,0,0,0,3770,314.059997558594,257,15,50,92,40,30,0,0,9
15953,2970,Zephyr Sniper,3,11,0,2,3,13,0,0,0,0,0,0,3916,188.039993286133,371,15,50,100,50,30,0,0,5
16185,2420,Crusher,3,11,0,2,3,13,0,0,0,0,0,0,4246,276.460021972656,261,15,50,96,50,30,0,0,8
16258,2420,Crusher,3,11,0,2,3,13,0,0,0,0,0,0,4246,276.460021972656,261,15,50,96,50,30,0,0,8
16314,2420,Crusher,3,11,0,2,3,13,0,0,0,0,0,0,4246,276.460021972656,261,15,50,96,50,30,0,0,8
16388,2970,Zephyr Sniper,3,11,0,2,3,13,0,0,0,0,0,0,3916,188.039993286133,371,15,50,100,50,30,0,0,5
16345,810,Spiritwalker,3,11,0,2,2,13,0,0,0,0,0,0,2946,402.5,226,15,50,90,40,30,0,0,7
15972,3730,Head Taker,3,11,0,2,1,13,0,0,0,0,0,0,4465,269.339996337891,254,15,50,97,80,30,0,0,10
16245,1550,Ritualist,3,11,0,2,1,13,0,0,0,0,0,0,4136,302.880004882812,244,15,50,96,80,30,0,0,9
16332,2480,Dervish,3,11,0,2,1,13,0,0,0,0,0,0,3001,314.059997558594,309,15,50,96,80,30,0,0,9
16380,2480,Dervish,3,11,0,2,1,13,0,0,0,0,0,0,3001,314.059997558594,309,15,50,96,80,30,0,0,9
15957,8450,Branchweaver,3,11,0,2,3,14,0,0,0,0,0,0,4959,232.759994506836,257,15,50,94,50,30,0,0,4
16013,1720,Elfguard,3,10,0,2,3,2,0,0,0,0,0,0,3843,330.320007324219,221,15,50,92,50,30,0,0,9
16067,1670,Throatcutter,3,10,0,2,3,8,0,0,0,0,0,0,3623,333.380004882812,232,15,50,88,50,30,0,0,10
15634,3810,Frontline Warrior,2,1,0,2,3,1,0,0,0,0,0,0,2050,96.5599975585938,207,15,50,93,50,30,0,0,4
15931,3810,Frontline Warrior,2,1,0,2,3,1,0,0,0,0,0,0,2050,96.5599975585938,207,15,50,93,50,30,0,0,4
15530,1250,Jaeger,2,1,0,2,3,2,0,0,0,0,0,0,2342,184.979995727539,101,15,50,100,50,30,0,0,10
15667,1250,Jaeger,2,1,0,2,3,2,0,0,0,0,0,0,2342,184.979995727539,101,15,50,100,50,30,0,0,10
16476,1720,Elfguard,2,1,0,2,3,2,0,0,0,0,0,0,2104,180.919998168945,121,15,50,92,50,30,0,0,9
15524,860,Vigilante,2,1,0,2,3,3,0,0,0,0,0,0,2635,126.040000915527,139,15,50,98,50,30,0,0,10
15633,1050,Armiger,2,1,0,2,3,3,0,0,0,0,0,0,2452,133.139999389648,144,15,50,92,50,30,0,0,9
15651,80,Militia,2,1,0,2,3,3,0,0,0,0,0,0,2159,175.839996337891,121,15,50,102,50,30,0,0,8
15832,80,Militia,2,1,0,2,3,3,0,0,0,0,0,0,2159,175.839996337891,121,15,50,102,50,30,0,0,8
15899,1050,Armiger,2,1,0,2,3,3,0,0,0,0,0,0,2452,133.139999389648,144,15,50,92,50,30,0,0,9
15927,860,Vigilante,2,1,0,2,3,3,0,0,0,0,0,0,2635,126.040000915527,139,15,50,98,50,30,0,0,10
16006,1050,Armiger,2,1,0,2,3,3,0,0,0,0,0,0,2452,133.139999389648,144,15,50,92,50,30,0,0,9
16085,860,Vigilante,2,1,0,2,3,3,0,0,0,0,0,0,2635,126.040000915527,139,15,50,98,50,30,0,0,10
16177,80,Militia,2,1,0,2,3,3,0,0,0,0,0,0,2159,175.839996337891,121,15,50,102,50,30,0,0,8
16322,80,Militia,2,1,0,2,3,3,0,0,0,0,0,0,2159,175.839996337891,121,15,50,102,50,30,0,0,8
16409,80,Militia,2,1,0,2,3,3,0,0,0,0,0,0,2159,175.839996337891,121,15,50,102,50,30,0,0,8
16413,2110,Crusader,2,1,0,2,2,3,0,0,0,0,0,0,2050,170.759994506836,134,15,50,92,40,30,0,0,9
15688,3340,Thrasher,2,1,0,2,3,5,0,0,0,0,0,0,1848,180.919998168945,139,15,50,93,50,30,0,0,8
16316,3340,Thrasher,2,1,0,2,3,5,0,0,0,0,0,0,1848,180.919998168945,139,15,50,93,50,30,0,0,8
16391,3320,Hungerer,2,1,0,2,2,5,0,0,0,0,0,0,2782,111.800003051758,144,15,50,92,40,30,0,0,8
15467,1170,Saurus,2,1,0,2,3,6,0,0,0,0,0,0,2086,195.139999389648,110,15,50,83,50,30,0,0,7
16075,1170,Saurus,2,1,0,2,3,6,0,0,0,0,0,0,2086,195.139999389648,110,15,50,83,50,30,0,0,7
16182,1170,Saurus,2,1,0,2,3,6,0,0,0,0,0,0,2086,195.139999389648,110,15,50,83,50,30,0,0,7
16385,1690,Stalker,2,1,0,2,1,6,0,0,0,0,0,0,2342,126.040000915527,159,15,50,94,80,30,0,0,9
16426,1690,Stalker,2,1,0,2,1,6,0,0,0,0,0,0,2342,126.040000915527,159,15,50,94,80,30,0,0,9
16450,1690,Stalker,2,1,0,2,1,6,0,0,0,0,0,0,2342,126.040000915527,159,15,50,94,80,30,0,0,9
15528,770,Satyr,2,1,0,2,3,7,0,0,0,0,0,0,2287,146.360000610352,143,15,50,83,50,30,0,0,11
15649,770,Satyr,2,1,0,2,3,7,0,0,0,0,0,0,2287,146.360000610352,143,15,50,83,50,30,0,0,11
15935,770,Satyr,2,1,0,2,3,7,0,0,0,0,0,0,2287,146.360000610352,143,15,50,83,50,30,0,0,11
16480,4360,Suntribe,2,1,0,2,1,8,0,0,0,0,0,0,2690,122.980003356934,139,15,50,95,80,30,0,0,8
16446,1450,Incubus,2,1,0,2,2,9,0,0,0,0,0,0,1757,178.880004882813,146,15,50,95,40,30,0,0,10
16481,1450,Incubus,2,1,0,2,2,9,0,0,0,0,0,0,1757,178.880004882813,146,15,50,95,40,30,0,0,10
16484,1450,Incubus,2,1,0,2,2,9,0,0,0,0,0,0,1757,178.880004882813,146,15,50,95,40,30,0,0,10
16485,1450,Incubus,2,1,0,2,2,9,0,0,0,0,0,0,1757,178.880004882813,146,15,50,95,40,30,0,0,10
16465,2150,Lemure,2,1,0,2,1,9,0,0,0,0,0,0,2782,102.660003662109,152,15,50,93,80,30,0,0,7
16421,470,Skullsquire,2,1,0,2,2,10,0,0,0,0,0,0,2141,180.919998168945,120,15,50,107,40,30,0,0,10
15478,1380,Herald,2,1,0,2,3,12,0,0,0,0,0,0,2727,122.980003356934,137,15,50,99,50,30,0,0,7
15648,1380,Herald,2,1,0,2,3,12,0,0,0,0,0,0,2727,122.980003356934,137,15,50,99,50,30,0,0,7
15918,1380,Herald,2,1,0,2,3,12,0,0,0,0,0,0,2727,122.980003356934,137,15,50,99,50,30,0,0,7
16449,1380,Herald,2,1,0,2,3,12,0,0,0,0,0,0,2727,122.980003356934,137,15,50,99,50,30,0,0,7
15345,840,Outlander,2,1,0,2,3,13,0,0,0,0,0,0,1501,201.240005493164,143,15,50,96,50,30,0,0,11
15355,1850,Shieldguard,2,1,0,2,3,13,0,0,0,0,0,0,2452,121.959999084473,156,15,50,89,50,30,0,0,11
15428,840,Outlander,2,1,0,2,3,13,0,0,0,0,0,0,1501,201.240005493164,143,15,50,96,50,30,0,0,11
15440,1850,Shieldguard,2,1,0,2,3,13,0,0,0,0,0,0,2452,121.959999084473,156,15,50,89,50,30,0,0,11
15508,3840,Sandbow,2,1,0,2,3,13,0,0,0,0,0,0,2141,172.779998779297,127,15,50,96,50,30,0,0,12
15624,1850,Shieldguard,2,1,0,2,3,13,0,0,0,0,0,0,2452,121.959999084473,156,15,50,89,50,30,0,0,11
15646,1990,Outrider,2,1,0,2,3,13,0,0,0,0,0,0,1995,165.679992675781,143,15,50,99,50,30,0,0,9
15707,1850,Shieldguard,2,1,0,2,3,13,0,0,0,0,0,0,2452,121.959999084473,156,15,50,89,50,30,0,0,11
15833,1850,Shieldguard,2,1,0,2,3,13,0,0,0,0,0,0,2452,121.959999084473,156,15,50,89,50,30,0,0,11
15982,840,Outlander,2,1,0,2,3,13,0,0,0,0,0,0,1501,201.240005493164,143,15,50,96,50,30,0,0,11
16030,1990,Outrider,2,1,0,2,3,13,0,0,0,0,0,0,1995,165.679992675781,143,15,50,99,50,30,0,0,9
16045,840,Outlander,2,1,0,2,3,13,0,0,0,0,0,0,1501,201.240005493164,143,15,50,96,50,30,0,0,11
16174,3840,Sandbow,2,1,0,2,3,13,0,0,0,0,0,0,2141,172.779998779297,127,15,50,96,50,30,0,0,12
16180,1990,Outrider,2,1,0,2,3,13,0,0,0,0,0,0,1995,165.679992675781,143,15,50,99,50,30,0,0,9
16255,1990,Outrider,2,1,0,2,3,13,0,0,0,0,0,0,1995,165.679992675781,143,15,50,99,50,30,0,0,9
16277,1850,Shieldguard,2,1,0,2,3,13,0,0,0,0,0,0,2452,121.959999084473,156,15,50,89,50,30,0,0,11
16427,8440,Glenspear,2,1,0,2,1,14,0,0,0,0,0,0,1867,184.979995727539,133,15,50,94,80,30,0,0,4
15471,5910,Conscript,2,1,0,2,3,15,0,0,0,0,0,0,1867,178.880004882813,139,15,50,86,50,30,0,0,11
15527,5910,Conscript,2,1,0,2,3,15,0,0,0,0,0,0,1867,178.880004882813,139,15,50,86,50,30,0,0,11
15713,5910,Conscript,2,1,0,2,3,15,0,0,0,0,0,0,1867,178.880004882813,139,15,50,86,50,30,0,0,11
15820,5910,Conscript,2,1,0,2,3,15,0,0,0,0,0,0,1867,178.880004882813,139,15,50,86,50,30,0,0,11
16091,5910,Conscript,2,1,0,2,3,15,0,0,0,0,0,0,1867,178.880004882813,139,15,50,86,50,30,0,0,11
16451,5910,Conscript,2,1,0,2,3,15,0,0,0,0,0,0,1867,178.880004882813,139,15,50,86,50,30,0,0,11
15435,4340,Tunnel Steward,2,1,0,2,3,16,0,0,0,0,0,0,1372,195.139999389648,156,15,50,95,50,30,0,0,13
15872,4340,Tunnel Steward,2,1,0,2,3,16,0,0,0,0,0,0,1372,195.139999389648,156,15,50,95,50,30,0,0,13
16226,4220,Slicer,2,1,0,2,3,16,0,0,0,0,0,0,2379,165.679992675781,117,15,50,90,50,30,0,0,11
16273,4340,Tunnel Steward,2,1,0,2,3,16,0,0,0,0,0,0,1372,195.139999389648,156,15,50,95,50,30,0,0,13
16356,4340,Tunnel Steward,2,1,0,2,3,16,0,0,0,0,0,0,1372,195.139999389648,156,15,50,95,50,30,0,0,13
16406,4230,Line Infantry,2,1,0,2,2,16,0,0,0,0,0,0,2141,121.959999084473,178,15,50,87,40,30,0,0,13
16338,220,Bandit,2,1,0,1,3,1,0,0,0,0,0,0,1519,175.839996337891,115,15,50,98,50,30,0,0,6
16342,220,Bandit,2,1,0,1,3,1,0,0,0,0,0,0,1519,175.839996337891,115,15,50,98,50,30,0,0,6
16344,1090,Troglodyte,2,1,0,1,3,6,0,0,0,0,0,0,1720,136.199996948242,140,15,50,87,50,30,0,0,4
16336,2290,Hellhound,2,1,0,1,3,10,0,0,0,0,0,0,1812,136.199996948242,134,15,50,94,50,30,0,0,5
16454,720,Swordsman,1,1,0,1,1,1,0,0,0,0,0,0,897,107.73999786377,78,15,50,100,80,30,0,0,4
16459,850,Pikeman,1,1,0,1,1,1,0,0,0,0,0,0,1244,67.0800018310547,95,15,50,96,80,30,0,0,7
16469,720,Swordsman,1,1,0,1,1,1,0,0,0,0,0,0,897,107.73999786377,78,15,50,100,80,30,0,0,4
16471,850,Pikeman,1,1,0,1,1,1,0,0,0,0,0,0,1244,67.0800018310547,95,15,50,96,80,30,0,0,7
16452,2210,Novitiate,1,1,0,1,3,3,0,0,0,0,0,0,1135,100.620002746582,70,15,50,83,50,30,0,0,6
16455,2210,Novitiate,1,1,0,1,3,3,0,0,0,0,0,0,1135,100.620002746582,70,15,50,83,50,30,0,0,6
16460,1040,Knecht,1,1,0,1,3,3,0,0,0,0,0,0,1354,73.1800003051758,82,15,50,98,50,30,0,0,4
16461,1090,Troglodyte,1,1,0,1,3,6,0,0,0,0,0,0,1080,85.379997253418,88,15,50,87,50,30,0,0,4
16463,1090,Troglodyte,1,1,0,1,3,6,0,0,0,0,0,0,1080,85.379997253418,88,15,50,87,50,30,0,0,4
16462,680,Warboy,1,1,0,1,1,8,0,0,0,0,0,0,1464,66.0599975585938,82,15,50,91,80,30,0,0,4
16448,2290,Hellhound,1,1,0,1,3,10,0,0,0,0,0,0,1135,85.379997253418,84,15,50,94,50,30,0,0,5
16466,2290,Hellhound,1,1,0,1,3,10,0,0,0,0,0,0,1135,85.379997253418,84,15,50,94,50,30,0,0,5
16457,210,Death Hound,1,1,0,1,1,10,0,0,0,0,0,0,1189,102.660003662109,63,15,50,94,80,30,0,0,8
16467,200,Deathknight,1,1,0,1,1,10,0,0,0,0,0,0,1501,62,83,15,50,99,80,30,0,0,7
16470,200,Deathknight,1,1,0,1,1,10,0,0,0,0,0,0,1501,62,83,15,50,99,80,30,0,0,7
16456,3760,Lurker,1,1,0,1,1,11,0,0,0,0,0,0,1189,91.4800033569336,74,15,50,96,80,30,0,0,6
16474,3760,Lurker,1,1,0,1,1,11,0,0,0,0,0,0,1189,91.4800033569336,74,15,50,96,80,30,0,0,6
